Strain,Accession ID,Collection date,lineage,scorpio_call,Location
hCoV-19/USA/AK-CDC-LC0332892/2021,EPI_ISL_5871543,10/5/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332949/2021,EPI_ISL_5871996,10/6/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332566/2021,EPI_ISL_5871997,10/6/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332883/2021,EPI_ISL_5871998,10/6/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332890/2021,EPI_ISL_5872032,10/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332885/2021,EPI_ISL_5872033,10/6/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336608/2021,EPI_ISL_5872065,10/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332948/2021,EPI_ISL_5872066,10/6/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332881/2021,EPI_ISL_5872067,10/6/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332884/2021,EPI_ISL_5872068,10/6/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332919/2021,EPI_ISL_5872069,10/6/2021,AY.119,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332889/2021,EPI_ISL_5872070,10/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332879/2021,EPI_ISL_5872072,10/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332880/2021,EPI_ISL_5872073,10/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332878/2021,EPI_ISL_5872074,10/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332564/2021,EPI_ISL_5873438,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332708/2021,EPI_ISL_5873448,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332917/2021,EPI_ISL_5873560,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0334592/2021,EPI_ISL_5873632,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0334594/2021,EPI_ISL_5873633,10/7/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332574/2021,EPI_ISL_5873688,10/7/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336285/2021,EPI_ISL_5873697,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0335250/2021,EPI_ISL_5873707,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332563/2021,EPI_ISL_5873797,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332565/2021,EPI_ISL_5873829,10/7/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332914/2021,EPI_ISL_5873868,10/8/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332913/2021,EPI_ISL_5873869,10/8/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332907/2021,EPI_ISL_5873870,10/8/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332906/2021,EPI_ISL_5873871,10/8/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0332905/2021,EPI_ISL_5873872,10/8/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0335249/2021,EPI_ISL_5874065,10/8/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336293/2021,EPI_ISL_5874376,10/8/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336299/2021,EPI_ISL_5874377,10/8/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336258/2021,EPI_ISL_5874391,10/9/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0335260/2021,EPI_ISL_5874472,10/9/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0335262/2021,EPI_ISL_5874473,10/9/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0335229/2021,EPI_ISL_5874474,10/9/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0335230/2021,EPI_ISL_5874475,10/9/2021,AY.119,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336257/2021,EPI_ISL_5874480,10/9/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340084/2021,EPI_ISL_5874512,10/9/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0335261/2021,EPI_ISL_5874519,10/9/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336626/2021,EPI_ISL_5874594,10/9/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337073/2021,EPI_ISL_5874603,10/9/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0335228/2021,EPI_ISL_5874892,10/10/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337424/2021,EPI_ISL_5874929,10/10/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337425/2021,EPI_ISL_5874930,10/10/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336544/2021,EPI_ISL_5874934,10/10/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336575/2021,EPI_ISL_5874936,10/10/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336573/2021,EPI_ISL_5874947,10/10/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336490/2021,EPI_ISL_5874979,10/10/2021,AY.100,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333533/2021,EPI_ISL_5875157,10/11/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336570/2021,EPI_ISL_5875344,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336571/2021,EPI_ISL_5875520,10/11/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336569/2021,EPI_ISL_5875521,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336563/2021,EPI_ISL_5875525,10/11/2021,B.1.617.2,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336557/2021,EPI_ISL_5875526,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336561/2021,EPI_ISL_5875527,10/11/2021,B.1.617.2,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336562/2021,EPI_ISL_5875548,10/11/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336564/2021,EPI_ISL_5875549,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336572/2021,EPI_ISL_5875550,10/11/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336565/2021,EPI_ISL_5875551,10/11/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0336568/2021,EPI_ISL_5875571,10/11/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340684/2021,EPI_ISL_5875822,10/12/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333744/2021,EPI_ISL_5876030,10/12/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333749/2021,EPI_ISL_5876031,10/12/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333743/2021,EPI_ISL_5876032,10/12/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333742/2021,EPI_ISL_5876033,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333741/2021,EPI_ISL_5876035,10/12/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333692/2021,EPI_ISL_5876036,10/12/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333740/2021,EPI_ISL_5876038,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333738/2021,EPI_ISL_5876039,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333747/2021,EPI_ISL_5876040,10/12/2021,B.1.617.2,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333745/2021,EPI_ISL_5876041,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333748/2021,EPI_ISL_5876042,10/12/2021,B.1.617.2,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333750/2021,EPI_ISL_5876043,10/12/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0333739/2021,EPI_ISL_5876047,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337089/2021,EPI_ISL_5876114,10/13/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337278/2021,EPI_ISL_5876121,10/13/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340655/2021,EPI_ISL_5876471,10/13/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340673/2021,EPI_ISL_5876472,10/13/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340677/2021,EPI_ISL_5876476,10/13/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340753/2021,EPI_ISL_5876477,10/13/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340751/2021,EPI_ISL_5876478,10/13/2021,AY.114,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340660/2021,EPI_ISL_5876479,10/13/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340735/2021,EPI_ISL_5876493,10/13/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337121/2021,EPI_ISL_5876658,10/13/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337209/2021,EPI_ISL_5876679,10/13/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337208/2021,EPI_ISL_5876680,10/13/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340750/2021,EPI_ISL_5877156,10/14/2021,AY.117,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337120/2021,EPI_ISL_5877683,10/14/2021,B.1.617.2,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337202/2021,EPI_ISL_5877785,10/14/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337226/2021,EPI_ISL_5877786,10/14/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337195/2021,EPI_ISL_5877795,10/14/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337200/2021,EPI_ISL_5877796,10/14/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337205/2021,EPI_ISL_5877799,10/14/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337204/2021,EPI_ISL_5877800,10/14/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337198/2021,EPI_ISL_5877803,10/14/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337224/2021,EPI_ISL_5877805,10/14/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337201/2021,EPI_ISL_5877809,10/14/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337197/2021,EPI_ISL_5877811,10/14/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337227/2021,EPI_ISL_5877813,10/14/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337196/2021,EPI_ISL_5877815,10/14/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340573/2021,EPI_ISL_5877835,10/15/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337117/2021,EPI_ISL_5877873,10/15/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337113/2021,EPI_ISL_5877882,10/15/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337109/2021,EPI_ISL_5877894,10/15/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337251/2021,EPI_ISL_5877895,10/15/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337115/2021,EPI_ISL_5877911,10/15/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337114/2021,EPI_ISL_5877912,10/15/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0337108/2021,EPI_ISL_5877913,10/15/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340546/2021,EPI_ISL_5878417,10/16/2021,AY.47,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340326/2021,EPI_ISL_5878420,10/16/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340404/2021,EPI_ISL_5878421,10/16/2021,AY.100,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340337/2021,EPI_ISL_5878431,10/16/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340565/2021,EPI_ISL_5878454,10/16/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340436/2021,EPI_ISL_5878567,10/17/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340438/2021,EPI_ISL_5878570,10/17/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340323/2021,EPI_ISL_5878572,10/17/2021,AY.47,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0340410/2021,EPI_ISL_5878573,10/17/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0342351/2021,EPI_ISL_5878696,10/12/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0342326/2021,EPI_ISL_5878697,10/12/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0342352/2021,EPI_ISL_5878706,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341786/2021,EPI_ISL_5879150,10/16/2021,B.1.617.2,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341803/2021,EPI_ISL_5879152,10/16/2021,AY.119,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341070/2021,EPI_ISL_5879175,10/16/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341069/2021,EPI_ISL_5879177,10/16/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341789/2021,EPI_ISL_5879178,10/16/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341112/2021,EPI_ISL_5879223,10/17/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341810/2021,EPI_ISL_5879261,10/17/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341796/2021,EPI_ISL_5879272,10/17/2021,AY.46.4,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0341566/2021,EPI_ISL_5879310,10/18/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-PHL14466/2021,EPI_ISL_5879825,10/12/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14467/2021,EPI_ISL_5879826,10/14/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14468/2021,EPI_ISL_5879827,10/12/2021,AY.117,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14469/2021,EPI_ISL_5879828,10/12/2021,AY.25,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14470/2021,EPI_ISL_5879829,10/13/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14471/2021,EPI_ISL_5879830,10/13/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14472/2021,EPI_ISL_5879831,10/13/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14473/2021,EPI_ISL_5879832,10/12/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14475/2021,EPI_ISL_5879833,10/15/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14476/2021,EPI_ISL_5879834,10/14/2021,AY.117,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14477/2021,EPI_ISL_5879835,10/14/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14479/2021,EPI_ISL_5879836,10/14/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14480/2021,EPI_ISL_5879837,10/15/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14481/2021,EPI_ISL_5879838,10/14/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14482/2021,EPI_ISL_5879839,10/14/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14483/2021,EPI_ISL_5879840,10/13/2021,AY.103,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14484/2021,EPI_ISL_5879841,10/14/2021,AY.114,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14485/2021,EPI_ISL_5879842,10/14/2021,AY.103,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14486/2021,EPI_ISL_5879843,10/14/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14487/2021,EPI_ISL_5879844,10/14/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14488/2021,EPI_ISL_5879845,10/13/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14489/2021,EPI_ISL_5879846,10/13/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14490/2021,EPI_ISL_5879847,10/13/2021,AY.25.1,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14491/2021,EPI_ISL_5879848,10/14/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14493/2021,EPI_ISL_5879849,10/13/2021,AY.3.1,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14494/2021,EPI_ISL_5879850,10/13/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14495/2021,EPI_ISL_5879851,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14496/2021,EPI_ISL_5879852,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14498/2021,EPI_ISL_5879853,10/12/2021,AY.100,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14500/2021,EPI_ISL_5879854,10/12/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14501/2021,EPI_ISL_5879855,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14502/2021,EPI_ISL_5879856,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14503/2021,EPI_ISL_5879857,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14504/2021,EPI_ISL_5879858,10/12/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14505/2021,EPI_ISL_5879859,10/12/2021,AY.39,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14506/2021,EPI_ISL_5879860,10/13/2021,AY.25,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14507/2021,EPI_ISL_5879861,10/11/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14508/2021,EPI_ISL_5879862,10/12/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14509/2021,EPI_ISL_5879863,10/12/2021,AY.110,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14510/2021,EPI_ISL_5879864,10/12/2021,AY.110,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14511/2021,EPI_ISL_5879865,10/11/2021,AY.25,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14512/2021,EPI_ISL_5879866,10/11/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14513/2021,EPI_ISL_5879867,10/11/2021,AY.3,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14515/2021,EPI_ISL_5879868,10/12/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14516/2021,EPI_ISL_5879869,10/11/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14517/2021,EPI_ISL_5879870,10/15/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14518/2021,EPI_ISL_5879871,10/14/2021,AY.3,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14519/2021,EPI_ISL_5879872,10/11/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14520/2021,EPI_ISL_5879873,10/11/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14524/2021,EPI_ISL_5879874,10/11/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14448/2021,EPI_ISL_5879875,10/11/2021,AY.26,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14525/2021,EPI_ISL_5879876,10/8/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14527/2021,EPI_ISL_5879877,10/11/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14529/2021,EPI_ISL_5879878,10/10/2021,AY.3,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14530/2021,EPI_ISL_5879879,10/11/2021,AY.3,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14531/2021,EPI_ISL_5879880,10/11/2021,AY.3,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14532/2021,EPI_ISL_5879881,10/11/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14533/2021,EPI_ISL_5879882,10/11/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14534/2021,EPI_ISL_5879883,10/11/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14535/2021,EPI_ISL_5879884,10/12/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14536/2021,EPI_ISL_5879885,10/12/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14538/2021,EPI_ISL_5879886,10/12/2021,AY.110,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14539/2021,EPI_ISL_5879887,10/12/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14554/2021,EPI_ISL_5879888,10/17/2021,AY.25.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14450/2021,EPI_ISL_5879889,10/11/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14540/2021,EPI_ISL_5879890,10/11/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14541/2021,EPI_ISL_5879891,10/13/2021,AY.117,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14542/2021,EPI_ISL_5879892,10/13/2021,AY.103,Delta (B.1.617.2-like),Gulf Coast
